date,wind_speed,pressure,wave_height,water_level,label
2016-05-01 06:00:00,7.37,1005.36,1.08,0.25,NORMAL
2016-05-01 12:00:00,5.17,1010.89,0.83,0.41,NORMAL
2016-05-01 18:00:00,7.7,1009.65,0.83,0.64,NORMAL
2016-05-02 00:00:00,3.03,1007.25,0.92,0.29,NORMAL
2016-05-02 06:00:00,3.02,1005.38,0.98,0.95,NORMAL
2016-05-02 12:00:00,3.33,1011.91,0.91,0.56,NORMAL
2016-05-02 18:00:00,2.44,1006.59,1.54,0.64,NORMAL
2016-05-03 00:00:00,2.22,1011.04,0.95,0.56,NORMAL
2016-05-03 06:00:00,5.43,1013.73,0.83,0.59,NORMAL
2016-05-03 12:00:00,7.31,1011.92,1.17,0.91,NORMAL
2016-05-03 18:00:00,3.34,1007.45,1.11,0.37,NORMAL
2016-05-04 00:00:00,2.86,1013.94,1.59,0.4,NORMAL
2016-05-04 06:00:00,7.13,1013.52,1.69,0.65,NORMAL
2016-05-04 12:00:00,3.87,1014.58,1.59,0.83,NORMAL
2016-05-04 18:00:00,6.07,1005.26,0.82,0.88,NORMAL
2016-05-05 00:00:00,7.93,1011.93,0.68,0.26,NORMAL
2016-05-05 06:00:00,7.22,1006.09,1.73,0.57,NORMAL
2016-05-05 12:00:00,2.94,1009.08,1.34,0.35,NORMAL
2016-05-05 18:00:00,4.86,1005.38,0.53,0.87,NORMAL
2016-05-06 00:00:00,6.85,1012.34,1.24,0.72,NORMAL
2016-05-06 06:00:00,3.98,1012.81,1.05,0.95,NORMAL
2016-05-06 12:00:00,7.89,1011.45,1.89,0.32,NORMAL
2016-05-06 18:00:00,4.75,1014.84,1.7,0.9,NORMAL
2016-05-07 00:00:00,3.01,1009.39,1.32,0.43,NORMAL
2016-05-07 06:00:00,3.02,1005.26,0.7,0.61,NORMAL
2016-05-07 12:00:00,6.0,1009.15,1.37,0.8,NORMAL
2016-05-07 18:00:00,7.8,1006.75,0.75,0.92,NORMAL
2016-05-08 00:00:00,3.7,1005.19,1.51,0.97,NORMAL
2016-05-08 06:00:00,2.89,1007.88,0.51,0.78,NORMAL
2016-05-08 12:00:00,3.49,1010.52,1.67,0.73,NORMAL
2016-05-08 18:00:00,2.69,1006.05,0.65,0.23,NORMAL
2016-05-09 00:00:00,2.86,1009.93,0.56,0.83,NORMAL
2016-05-09 06:00:00,5.67,1006.99,1.24,0.74,NORMAL
2016-05-09 12:00:00,2.46,1013.86,1.76,0.28,NORMAL
2016-05-09 18:00:00,7.9,1007.62,1.24,0.22,NORMAL
2016-05-10 00:00:00,5.27,1006.01,1.01,0.95,NORMAL
2016-05-10 06:00:00,4.19,1007.74,0.52,0.9,NORMAL
2016-05-10 12:00:00,3.94,1013.7,0.73,0.31,NORMAL
2016-05-10 18:00:00,3.79,1009.96,0.75,0.35,NORMAL
2016-05-11 00:00:00,4.15,1014.73,0.89,0.37,NORMAL
2016-05-11 06:00:00,5.11,1013.5,1.08,0.87,NORMAL
2016-05-11 12:00:00,6.64,1011.09,1.6,0.55,NORMAL
2016-05-11 18:00:00,3.26,1006.39,1.34,0.34,NORMAL
2016-05-12 00:00:00,7.81,1014.75,1.25,0.6,NORMAL
2016-05-12 06:00:00,6.39,1008.14,1.67,0.24,NORMAL
2016-05-12 12:00:00,3.32,1007.56,0.63,0.76,NORMAL
2016-05-12 18:00:00,2.22,1005.41,1.99,0.48,NORMAL
2016-05-13 00:00:00,4.97,1013.85,1.62,0.84,NORMAL
2016-05-13 06:00:00,7.27,1005.42,0.76,0.28,NORMAL
2016-05-13 12:00:00,3.15,1012.08,1.85,0.72,NORMAL
2016-05-13 18:00:00,5.56,1008.37,1.43,0.53,NORMAL
2016-05-14 00:00:00,3.12,1006.55,0.98,0.32,NORMAL
2016-05-14 06:00:00,4.08,1008.48,0.52,0.46,NORMAL
2016-05-14 12:00:00,4.55,1006.78,0.68,0.44,NORMAL
2016-05-14 18:00:00,4.8,1008.76,0.95,0.88,NORMAL
2016-05-15 00:00:00,5.0,1010.5,0.79,0.72,NORMAL
2016-05-15 06:00:00,5.25,1013.51,0.8,0.53,NORMAL
2016-05-15 12:00:00,7.49,1012.02,1.54,0.61,NORMAL
2016-05-15 18:00:00,3.28,1009.73,1.47,0.31,NORMAL
2016-05-16 00:00:00,6.32,1006.59,1.4,0.83,NORMAL
2016-05-16 06:00:00,2.14,1011.76,1.76,0.62,NORMAL
2016-05-16 12:00:00,5.47,1008.85,1.32,0.56,NORMAL
2016-05-16 18:00:00,7.78,1012.9,0.62,0.85,NORMAL
2016-05-17 00:00:00,5.88,1011.65,1.89,0.52,NORMAL
2016-05-17 06:00:00,5.2,1009.0,0.89,0.56,NORMAL
2016-05-17 12:00:00,5.35,1011.65,1.31,0.99,NORMAL
2016-05-17 18:00:00,6.48,1008.9,1.89,0.89,NORMAL
2016-05-18 00:00:00,6.78,1007.99,1.28,0.38,NORMAL
2016-05-18 06:00:00,5.6,1013.34,1.48,0.68,NORMAL
2016-05-18 12:00:00,5.11,1014.46,0.97,0.65,NORMAL
2016-05-18 18:00:00,6.59,1008.12,1.58,0.57,NORMAL
2016-05-19 00:00:00,6.9,1012.0,0.63,0.49,NORMAL
2016-05-19 06:00:00,4.03,1012.05,0.74,0.92,NORMAL
2016-05-19 12:00:00,7.09,1009.8,1.61,0.84,NORMAL
2016-05-19 18:00:00,5.44,1014.67,0.58,0.45,NORMAL
2016-05-20 00:00:00,3.12,1011.13,0.66,0.92,NORMAL
2016-05-20 06:00:00,3.7,1005.49,1.96,0.56,NORMAL
2016-05-20 12:00:00,7.76,1014.81,1.01,0.61,NORMAL
2016-05-20 18:00:00,2.17,1005.25,1.39,0.75,NORMAL
2016-05-21 00:00:00,7.81,1009.03,1.96,0.85,NORMAL
2016-05-21 06:00:00,2.16,1014.29,0.56,0.79,NORMAL
2016-05-21 12:00:00,7.99,1009.26,0.65,0.34,NORMAL
2016-05-21 18:00:00,3.67,1010.52,1.27,0.25,NORMAL
2016-05-22 00:00:00,4.62,1008.92,0.6,0.86,NORMAL
2016-05-22 06:00:00,3.02,1010.87,1.8,0.67,NORMAL
2016-05-22 12:00:00,4.13,1012.93,1.85,0.46,NORMAL
2016-05-22 18:00:00,5.39,1006.84,1.73,0.61,NORMAL
2016-05-23 00:00:00,7.9,1010.99,1.94,0.47,NORMAL
2016-05-23 06:00:00,6.8,1007.67,1.85,0.6,NORMAL
2016-05-23 12:00:00,5.41,1005.95,0.9,0.24,NORMAL
2016-05-23 18:00:00,4.06,1009.64,0.61,0.92,NORMAL
2016-05-24 00:00:00,4.24,1007.43,0.62,0.57,NORMAL
2016-05-24 06:00:00,5.69,1007.68,1.95,0.95,NORMAL
2016-05-24 12:00:00,3.29,1009.94,0.55,0.89,NORMAL
2016-05-24 18:00:00,4.92,1005.67,1.62,0.94,NORMAL
2016-05-25 00:00:00,4.29,1009.55,0.94,0.5,NORMAL
2016-05-25 06:00:00,5.8,1010.26,1.11,0.3,NORMAL
2016-05-25 12:00:00,3.47,1007.7,0.94,0.25,NORMAL
2016-05-25 18:00:00,2.9,1012.75,1.18,0.86,NORMAL
2016-05-26 00:00:00,5.1,1009.09,1.86,0.25,NORMAL
2016-05-26 06:00:00,7.43,1007.68,1.04,0.75,NORMAL
2016-05-26 12:00:00,2.03,1005.54,1.84,0.57,NORMAL
2016-05-26 18:00:00,2.71,1012.91,0.81,0.23,NORMAL
2016-05-27 00:00:00,3.56,1011.94,1.58,0.56,NORMAL
2016-05-27 06:00:00,4.06,1009.81,1.87,0.65,NORMAL
2016-05-27 12:00:00,5.7,1005.05,1.69,0.99,NORMAL
2016-05-27 18:00:00,4.4,1009.85,0.54,0.91,NORMAL
2016-05-28 00:00:00,6.88,1007.99,1.57,0.56,NORMAL
2016-05-28 06:00:00,6.29,1014.4,1.88,0.22,NORMAL
2016-05-28 12:00:00,3.02,1007.14,0.61,0.23,NORMAL
2016-05-28 18:00:00,5.2,1005.68,1.37,0.91,NORMAL
2016-05-29 00:00:00,2.23,1007.59,1.34,0.62,NORMAL
2016-05-29 06:00:00,7.16,1009.14,1.01,0.98,NORMAL
2016-05-29 12:00:00,3.25,1012.65,1.58,0.37,NORMAL
2016-05-29 18:00:00,4.31,1013.09,1.23,0.89,NORMAL
2016-05-30 00:00:00,7.59,1005.28,1.24,0.45,NORMAL
2016-05-30 06:00:00,6.86,1013.85,0.92,0.27,NORMAL
2016-05-30 12:00:00,2.87,1014.29,1.77,0.88,NORMAL
2016-05-30 18:00:00,2.42,1014.89,1.59,0.31,NORMAL
2016-05-31 00:00:00,5.86,1012.19,1.89,0.94,NORMAL
2016-05-31 06:00:00,5.98,1010.08,1.66,0.88,NORMAL
2016-05-31 12:00:00,7.28,1014.22,1.45,0.65,NORMAL
2016-05-31 18:00:00,7.03,1014.25,0.83,0.37,NORMAL
2016-06-01 00:00:00,5.01,1013.22,1.79,0.87,NORMAL
2016-06-01 06:00:00,3.0,1014.62,0.75,0.66,NORMAL
2016-06-01 12:00:00,2.69,1006.97,1.52,0.49,NORMAL
2016-06-01 18:00:00,7.9,1007.74,1.38,0.51,NORMAL
2016-06-02 00:00:00,6.43,1014.35,1.95,0.82,NORMAL
2016-06-02 06:00:00,3.77,1011.36,0.8,0.92,NORMAL
2016-06-02 12:00:00,2.66,1009.2,1.09,0.96,NORMAL
2016-06-02 18:00:00,7.0,1010.59,1.12,0.68,NORMAL
2016-06-03 00:00:00,3.84,1010.99,1.8,0.52,NORMAL
2016-06-03 06:00:00,2.43,1005.26,1.16,0.92,NORMAL
2016-06-03 12:00:00,5.09,1012.18,0.67,0.99,NORMAL
2016-06-03 18:00:00,3.81,1014.48,1.94,0.49,NORMAL
2016-06-04 00:00:00,2.95,1014.95,1.83,0.23,NORMAL
2016-06-04 06:00:00,6.9,1011.27,1.09,0.37,NORMAL
2016-06-04 12:00:00,6.21,1005.03,1.67,0.74,NORMAL
2016-06-04 18:00:00,6.03,1007.2,1.15,0.4,NORMAL
2016-06-05 00:00:00,5.84,1014.26,0.66,0.93,NORMAL
2016-06-05 06:00:00,2.38,1005.59,1.85,0.46,NORMAL
2016-06-05 12:00:00,7.25,1007.4,1.39,0.52,NORMAL
2016-06-05 18:00:00,5.4,1005.86,1.02,0.85,NORMAL
2016-06-06 00:00:00,6.3,1014.64,1.34,0.5,NORMAL
2016-06-06 06:00:00,5.17,1007.7,1.63,0.55,NORMAL
2016-06-06 12:00:00,2.72,1012.23,1.76,0.4,NORMAL
2016-06-06 18:00:00,5.73,1013.97,0.77,0.92,NORMAL
2016-06-07 00:00:00,2.8,1010.49,1.04,0.69,NORMAL
2016-06-07 06:00:00,4.83,1005.57,1.31,0.58,NORMAL
2016-06-07 12:00:00,6.0,1013.6,1.13,0.32,NORMAL
2016-06-07 18:00:00,4.2,1014.47,1.05,0.93,NORMAL
2016-06-08 00:00:00,7.97,1014.53,1.45,0.85,NORMAL
2016-06-08 06:00:00,2.38,1011.88,0.62,0.72,NORMAL
2016-06-08 12:00:00,6.11,1009.12,0.79,0.78,NORMAL
2016-06-08 18:00:00,3.61,1009.47,1.13,0.95,NORMAL
2016-06-09 00:00:00,2.49,1005.49,1.14,0.82,NORMAL
2016-06-09 06:00:00,7.11,1007.63,1.77,0.29,NORMAL
2016-06-09 12:00:00,5.52,1007.74,0.62,0.47,NORMAL
2016-06-09 18:00:00,3.51,1006.64,1.06,0.41,NORMAL
2016-06-10 00:00:00,7.14,1006.52,1.46,0.92,NORMAL
2016-06-10 06:00:00,6.69,1006.42,1.54,0.97,NORMAL
2016-06-10 12:00:00,3.57,1005.54,1.04,0.3,NORMAL
2016-06-10 18:00:00,3.29,1006.47,0.99,0.36,NORMAL
2016-06-11 00:00:00,2.45,1007.41,0.94,0.78,NORMAL
2016-06-11 06:00:00,6.82,1010.83,1.64,0.4,NORMAL
2016-06-11 12:00:00,5.42,1008.46,0.79,0.27,NORMAL
2016-06-11 18:00:00,2.71,1007.02,0.52,0.71,NORMAL
2016-06-12 00:00:00,6.16,1012.84,0.94,0.52,NORMAL
2016-06-12 06:00:00,7.21,1006.37,1.35,0.2,NORMAL
2016-06-12 12:00:00,7.84,1008.5,1.71,0.98,NORMAL
2016-06-12 18:00:00,5.41,1013.58,1.07,0.71,NORMAL
2016-06-13 00:00:00,4.33,1008.13,1.25,0.97,NORMAL
2016-06-13 06:00:00,3.96,1013.1,1.08,0.91,NORMAL
2016-06-13 12:00:00,3.61,1014.88,1.43,0.69,NORMAL
2016-06-13 18:00:00,2.77,1007.76,1.9,0.85,NORMAL
2016-06-14 00:00:00,3.6,1014.23,0.64,0.23,NORMAL
2016-06-14 06:00:00,3.35,1008.38,0.88,0.32,NORMAL
2016-06-14 12:00:00,4.17,1014.06,1.45,0.95,NORMAL
2016-06-14 18:00:00,6.08,1009.57,0.67,0.95,NORMAL
2016-06-15 00:00:00,3.78,1012.48,0.81,0.9,NORMAL
2016-06-15 06:00:00,5.89,1014.18,1.17,0.92,NORMAL
2016-06-15 12:00:00,5.99,1009.57,1.19,0.42,NORMAL
2016-06-15 18:00:00,6.89,1013.95,1.16,0.45,NORMAL
2016-06-16 00:00:00,4.63,1010.68,0.56,0.43,NORMAL
2016-06-16 06:00:00,5.59,1010.29,1.25,0.75,NORMAL
2016-06-16 12:00:00,2.57,1009.81,0.91,0.25,NORMAL
2016-06-16 18:00:00,4.51,1006.67,1.01,0.88,NORMAL
2016-06-17 00:00:00,5.03,1009.87,1.61,0.45,NORMAL
2016-06-17 06:00:00,7.85,1012.56,0.6,0.93,NORMAL
2016-06-17 12:00:00,3.86,1010.76,0.52,0.38,NORMAL
2016-06-17 18:00:00,7.26,1012.14,1.75,0.67,NORMAL
2016-06-18 00:00:00,6.76,1009.3,1.15,0.51,NORMAL
2016-06-18 06:00:00,7.73,1010.6,1.82,0.65,NORMAL
2016-06-18 12:00:00,7.97,1008.66,1.8,0.56,NORMAL
2016-06-18 18:00:00,5.0,1012.84,0.57,0.24,NORMAL
2016-06-19 00:00:00,4.79,1013.86,0.74,0.64,NORMAL
2016-06-19 06:00:00,6.66,1007.62,1.84,0.37,NORMAL
2016-06-19 12:00:00,4.94,1011.8,1.41,1.0,NORMAL
2016-06-19 18:00:00,5.36,1010.61,1.85,0.37,NORMAL
2016-06-20 00:00:00,2.49,1012.34,1.16,0.22,NORMAL
2016-06-20 06:00:00,6.75,1008.59,0.75,0.56,NORMAL
2016-06-20 12:00:00,4.12,1005.79,1.02,0.27,NORMAL
2016-06-20 18:00:00,6.27,1013.0,1.68,0.86,NORMAL
2016-06-21 00:00:00,7.03,1012.09,0.57,0.56,NORMAL
2016-06-21 06:00:00,5.41,1005.67,0.85,0.21,NORMAL
2016-06-21 12:00:00,5.75,1010.75,0.82,0.95,NORMAL
2016-06-21 18:00:00,4.97,1010.6,1.99,0.48,NORMAL
2016-06-22 00:00:00,6.32,1012.64,0.9,0.23,NORMAL
2016-06-22 06:00:00,7.42,1010.89,0.85,0.62,NORMAL
2016-06-22 12:00:00,4.77,1006.06,1.23,0.69,NORMAL
2016-06-22 18:00:00,5.41,1009.39,0.76,0.94,NORMAL
2016-06-23 00:00:00,4.07,1005.97,0.73,0.96,NORMAL
2016-06-23 06:00:00,5.14,1008.16,0.6,0.85,NORMAL
2016-06-23 12:00:00,2.57,1009.92,1.68,0.51,NORMAL
2016-06-23 18:00:00,6.46,1008.31,0.54,0.89,NORMAL
2016-06-24 00:00:00,7.98,1008.38,1.07,0.42,NORMAL
2016-06-24 06:00:00,2.78,1008.95,1.62,0.77,NORMAL
2016-06-24 12:00:00,2.0,1006.75,1.96,0.59,NORMAL
2016-06-24 18:00:00,4.91,1012.85,1.04,0.21,NORMAL
2016-06-25 00:00:00,7.91,1007.77,1.75,0.7,NORMAL
2016-06-25 06:00:00,7.11,1011.38,1.58,0.32,NORMAL
2016-06-25 12:00:00,7.19,1013.62,0.66,0.61,NORMAL
2016-06-25 18:00:00,5.37,1012.0,0.5,0.59,NORMAL
2016-06-26 00:00:00,23.4,959.44,10.57,2.01,NORMAL
2016-06-26 06:00:00,6.88,1008.22,1.83,0.44,NORMAL
2016-06-26 12:00:00,4.75,1007.83,0.53,0.94,NORMAL
2016-06-26 18:00:00,4.21,1008.63,1.81,0.82,NORMAL
2016-06-27 00:00:00,2.24,1011.0,1.58,0.91,NORMAL
2016-06-27 06:00:00,6.79,1013.42,1.76,0.3,NORMAL
2016-06-27 12:00:00,5.26,1010.19,0.78,0.37,NORMAL
2016-06-27 18:00:00,6.59,1011.53,1.94,0.26,NORMAL
2016-06-28 00:00:00,3.6,1007.91,1.86,0.85,NORMAL
2016-06-28 06:00:00,2.84,1010.94,1.93,0.7,NORMAL
2016-06-28 12:00:00,6.45,1012.98,0.63,0.6,NORMAL
2016-06-28 18:00:00,7.12,1013.63,1.53,0.67,NORMAL
2016-06-29 00:00:00,5.92,1008.19,1.83,0.77,NORMAL
2016-06-29 06:00:00,7.21,1012.85,1.81,0.8,NORMAL
2016-06-29 12:00:00,4.58,1007.57,1.69,0.61,NORMAL
2016-06-29 18:00:00,3.49,1008.3,0.72,0.63,NORMAL
2016-06-30 00:00:00,2.29,1010.16,1.99,0.48,NORMAL
2016-06-30 06:00:00,27.11,977.79,3.14,2.59,NORMAL
2016-06-30 12:00:00,2.6,1011.3,0.6,0.73,NORMAL
2016-06-30 18:00:00,7.75,1008.05,0.86,0.95,NORMAL
2016-07-01 00:00:00,6.01,1006.26,1.98,0.71,NORMAL
2016-07-01 06:00:00,2.71,1010.59,0.81,0.53,NORMAL
2016-07-01 12:00:00,5.08,1011.17,1.38,0.77,NORMAL
2016-07-01 18:00:00,6.48,1011.46,1.03,0.71,NORMAL
2016-07-02 00:00:00,5.33,1012.47,0.5,0.92,NORMAL
2016-07-02 06:00:00,5.15,1008.34,1.01,0.37,NORMAL
2016-07-02 12:00:00,4.41,1010.12,0.6,0.51,NORMAL
2016-07-02 18:00:00,4.79,1012.23,0.71,0.53,NORMAL
2016-07-03 00:00:00,4.21,1006.95,1.08,0.8,NORMAL
2016-07-03 06:00:00,7.42,1008.92,1.57,0.81,NORMAL
2016-07-03 12:00:00,7.39,1007.61,1.48,0.78,NORMAL
2016-07-03 18:00:00,4.77,1014.86,1.11,0.56,NORMAL
2016-07-04 00:00:00,6.34,1011.26,1.11,0.58,NORMAL
2016-07-04 06:00:00,2.3,1007.61,1.96,0.54,NORMAL
2016-07-04 12:00:00,5.93,1006.22,1.07,0.48,NORMAL
2016-07-04 18:00:00,4.35,1005.71,1.54,0.85,NORMAL
2016-07-05 00:00:00,2.69,1011.42,1.15,0.45,NORMAL
2016-07-05 06:00:00,7.69,1012.54,1.16,0.46,NORMAL
2016-07-05 12:00:00,7.06,1007.81,0.65,0.27,NORMAL
2016-07-05 18:00:00,6.42,1009.62,1.23,0.8,NORMAL
2016-07-06 00:00:00,5.03,1008.51,1.65,0.84,NORMAL
2016-07-06 06:00:00,2.34,1009.98,1.57,0.72,NORMAL
2016-07-06 12:00:00,5.06,1007.36,0.7,0.35,NORMAL
2016-07-06 18:00:00,7.16,1007.97,1.15,0.47,NORMAL
2016-07-07 00:00:00,6.08,1007.65,1.37,0.36,NORMAL
2016-07-07 06:00:00,2.41,1005.59,0.8,0.9,NORMAL
2016-07-07 12:00:00,5.64,1009.05,0.72,0.24,NORMAL
2016-07-07 18:00:00,6.24,1008.37,0.73,0.39,NORMAL
2016-07-08 00:00:00,4.92,1007.98,0.83,0.96,NORMAL
2016-07-08 06:00:00,4.0,1005.26,0.95,0.68,NORMAL
2016-07-08 12:00:00,7.65,1011.91,0.52,0.28,NORMAL
2016-07-08 18:00:00,2.01,1014.17,1.8,0.55,NORMAL
2016-07-09 00:00:00,2.68,1007.66,0.64,0.44,NORMAL
2016-07-09 06:00:00,7.34,1008.18,0.56,0.31,NORMAL
2016-07-09 12:00:00,5.54,1010.43,1.91,0.46,NORMAL
2016-07-09 18:00:00,5.72,1007.04,1.28,0.5,NORMAL
2016-07-10 00:00:00,5.49,1013.3,1.38,0.31,NORMAL
2016-07-10 06:00:00,4.54,1013.74,1.08,0.2,NORMAL
2016-07-10 12:00:00,6.65,1011.07,1.99,0.26,NORMAL
2016-07-10 18:00:00,3.24,1010.95,0.68,0.41,NORMAL
2016-07-11 00:00:00,6.62,1010.64,1.94,0.42,NORMAL
2016-07-11 06:00:00,5.26,1011.74,1.97,0.47,NORMAL
2016-07-11 12:00:00,6.22,1010.35,1.84,0.75,NORMAL
2016-07-11 18:00:00,2.34,1010.97,1.19,0.38,NORMAL
2016-07-12 00:00:00,3.02,1009.34,1.08,0.93,NORMAL
2016-07-12 06:00:00,7.09,1008.06,0.89,0.28,NORMAL
2016-07-12 12:00:00,3.83,1012.23,0.88,0.24,NORMAL
2016-07-12 18:00:00,3.21,1013.17,1.68,0.57,NORMAL
2016-07-13 00:00:00,5.25,1013.89,0.62,0.79,NORMAL
2016-07-13 06:00:00,6.7,1006.53,1.39,0.74,NORMAL
2016-07-13 12:00:00,7.86,1012.63,1.32,0.43,NORMAL
2016-07-13 18:00:00,3.36,1013.04,0.52,0.79,NORMAL
2016-07-14 00:00:00,4.97,1007.85,1.45,0.81,NORMAL
2016-07-14 06:00:00,5.81,1013.25,1.28,0.95,NORMAL
2016-07-14 12:00:00,6.7,1005.03,0.97,0.83,NORMAL
2016-07-14 18:00:00,7.57,1005.78,0.82,0.52,NORMAL
2016-07-15 00:00:00,7.43,1012.95,1.83,0.87,NORMAL
2016-07-15 06:00:00,7.65,1013.97,1.56,0.69,NORMAL
2016-07-15 12:00:00,2.01,1014.89,1.24,0.74,NORMAL
2016-07-15 18:00:00,3.17,1007.11,0.53,0.76,NORMAL
2016-07-16 00:00:00,6.31,1006.32,1.03,0.82,NORMAL
2016-07-16 06:00:00,2.74,1011.23,1.91,0.2,NORMAL
2016-07-16 12:00:00,6.94,1013.29,1.04,0.4,NORMAL
2016-07-16 18:00:00,3.0,1008.72,0.67,0.81,NORMAL
2016-07-17 00:00:00,6.5,1012.61,0.8,0.88,NORMAL
2016-07-17 06:00:00,3.3,1006.12,1.75,0.4,NORMAL
2016-07-17 12:00:00,6.51,1006.43,0.56,0.78,NORMAL
2016-07-17 18:00:00,7.33,1006.49,1.58,0.85,NORMAL
2016-07-18 00:00:00,3.53,1008.94,1.4,0.64,NORMAL
2016-07-18 06:00:00,3.92,1012.96,0.98,0.69,NORMAL
2016-07-18 12:00:00,5.93,1012.62,0.76,0.45,NORMAL
2016-07-18 18:00:00,4.46,1010.92,1.06,0.58,NORMAL
2016-07-19 00:00:00,3.54,1010.29,1.67,0.87,NORMAL
2016-07-19 06:00:00,5.37,1014.22,1.19,0.48,NORMAL
2016-07-19 12:00:00,6.53,1011.81,1.38,0.93,NORMAL
2016-07-19 18:00:00,6.19,1011.45,0.61,0.67,NORMAL
2016-07-20 00:00:00,2.36,1007.65,1.5,0.32,NORMAL
2016-07-20 06:00:00,5.01,1009.8,0.8,0.63,NORMAL
2016-07-20 12:00:00,5.27,1010.43,1.2,0.32,NORMAL
2016-07-20 18:00:00,2.89,1010.79,0.65,0.44,NORMAL
2016-07-21 00:00:00,4.06,1011.29,1.35,0.49,NORMAL
2016-07-21 06:00:00,7.04,1011.15,1.91,1.0,NORMAL
2016-07-21 12:00:00,7.35,1013.09,0.68,0.41,NORMAL
2016-07-21 18:00:00,2.14,1008.14,1.68,0.26,NORMAL
2016-07-22 00:00:00,32.09,963.99,9.27,1.67,NORMAL
2016-07-22 06:00:00,7.86,1007.28,0.54,0.39,NORMAL
2016-07-22 12:00:00,3.2,1010.05,1.4,0.66,NORMAL
2016-07-22 18:00:00,5.42,1009.17,1.2,0.79,NORMAL
2016-07-23 00:00:00,2.3,1014.06,1.57,0.89,NORMAL
2016-07-23 06:00:00,7.58,1013.96,1.81,0.72,NORMAL
2016-07-23 12:00:00,4.72,1011.69,1.94,0.95,NORMAL
2016-07-23 18:00:00,7.88,1010.44,0.59,0.38,NORMAL
2016-07-24 00:00:00,2.19,1013.46,1.48,0.85,NORMAL
2016-07-24 06:00:00,7.13,1013.45,0.72,0.85,NORMAL
2016-07-24 12:00:00,4.35,1006.68,1.74,0.87,NORMAL
2016-07-24 18:00:00,3.26,1011.1,1.45,0.3,NORMAL
2016-07-25 00:00:00,3.94,1006.43,1.59,0.64,NORMAL
2016-07-25 06:00:00,5.53,1005.21,0.88,0.33,NORMAL
2016-07-25 12:00:00,7.34,1008.64,1.48,0.88,NORMAL
2016-07-25 18:00:00,6.64,1005.9,1.17,0.5,NORMAL
2016-07-26 00:00:00,4.24,1013.89,1.51,0.62,NORMAL
2016-07-26 06:00:00,2.31,1008.28,1.57,0.66,NORMAL
2016-07-26 12:00:00,6.34,1012.62,1.2,0.21,NORMAL
2016-07-26 18:00:00,4.83,1010.53,0.95,0.79,NORMAL
2016-07-27 00:00:00,5.66,1011.81,0.61,0.54,NORMAL
2016-07-27 06:00:00,5.29,1008.85,0.87,0.96,NORMAL
2016-07-27 12:00:00,4.18,1008.94,0.75,0.32,NORMAL
2016-07-27 18:00:00,5.32,1014.77,0.91,0.3,NORMAL
2016-07-28 00:00:00,3.54,1007.46,1.72,0.81,NORMAL
2016-07-28 06:00:00,3.48,1007.36,1.04,0.95,NORMAL
2016-07-28 12:00:00,4.42,1010.68,1.55,0.23,NORMAL
2016-07-28 18:00:00,4.36,1006.59,1.47,0.26,NORMAL
2016-07-29 00:00:00,5.32,1008.99,1.49,0.54,NORMAL
2016-07-29 06:00:00,2.47,1005.13,0.97,0.57,NORMAL
2016-07-29 12:00:00,4.18,1013.04,1.74,0.48,NORMAL
2016-07-29 18:00:00,5.15,1006.56,1.4,0.34,NORMAL
2016-07-30 00:00:00,3.63,1007.15,1.67,0.6,NORMAL
2016-07-30 06:00:00,6.64,1009.9,1.53,0.33,NORMAL
2016-07-30 12:00:00,4.12,1005.82,0.73,0.94,NORMAL
2016-07-30 18:00:00,4.46,1008.2,1.47,0.78,NORMAL
2016-07-31 00:00:00,6.33,1014.03,1.95,0.4,NORMAL
2016-07-31 06:00:00,2.16,1012.69,1.52,0.74,NORMAL
2016-07-31 12:00:00,3.37,1010.98,1.8,0.26,NORMAL
2016-07-31 18:00:00,4.39,1012.93,0.5,0.43,NORMAL
2016-08-01 00:00:00,7.88,1012.59,1.1,0.44,NORMAL
2016-08-01 06:00:00,6.27,1011.29,1.9,0.86,NORMAL
2016-08-01 12:00:00,6.22,1008.69,1.28,0.78,NORMAL
2016-08-01 18:00:00,3.64,1013.19,1.95,0.33,NORMAL
2016-08-02 00:00:00,7.81,1007.43,1.34,0.88,NORMAL
2016-08-02 06:00:00,5.34,1005.35,1.88,0.42,NORMAL
2016-08-02 12:00:00,5.68,1013.19,0.66,0.63,NORMAL
2016-08-02 18:00:00,5.31,1010.77,0.95,0.52,NORMAL
2016-08-03 00:00:00,7.34,1011.73,1.23,0.34,NORMAL
2016-08-03 06:00:00,3.31,1009.78,1.8,0.71,NORMAL
2016-08-03 12:00:00,6.54,1009.88,0.62,0.33,NORMAL
2016-08-03 18:00:00,4.49,1012.45,0.65,1.0,NORMAL
2016-08-04 00:00:00,6.0,1007.66,1.8,0.61,NORMAL
2016-08-04 06:00:00,6.18,1010.62,1.56,0.82,NORMAL
2016-08-04 12:00:00,3.15,1009.14,1.82,0.87,NORMAL
2016-08-04 18:00:00,4.16,1006.56,1.45,0.35,NORMAL
2016-08-05 00:00:00,3.38,1006.07,0.77,0.85,NORMAL
2016-08-05 06:00:00,3.79,1005.96,1.9,0.49,NORMAL
2016-08-05 12:00:00,7.2,1009.63,1.18,0.24,NORMAL
2016-08-05 18:00:00,4.68,1012.49,0.91,0.62,NORMAL
2016-08-06 00:00:00,3.91,1012.11,1.6,0.88,NORMAL
